id;id_text;label;text
"Moreau2168_GBOOKSph9";"Moreau2168_GBOOKS";"";" donne aa paris le quatrieſme iour de iuillet, mil ſix cens cinquante"
"Moreau2168_GBOOKSph10";"Moreau2168_GBOOKS";"";" et plusbas, de gv e a vn et ſar ls ſaſniptio ſt eme a nos amez &amp, feaux conſeillers, les gens te"
"Moreau2168_GBOOKSph11";"Moreau2168_GBOOKS";"";" nans noſtre cour de parlement aa paris"
"Moreau2116_GBOOKSph0";"Moreau2116_GBOOKS";"Lettre du maréchal d'Aumont au roi, où il lui rend compte de ce qu'il a fait avec son armée, depuis le commencement de la campagne jusqu'au 6 septembre.";"null"
"Moreau2116_GBOOKSph1";"Moreau2116_GBOOKS";"";" p a a6s2 lettre marechal d’avmont av roi de france, ou il lui rend conte de e quil a fait avec ſon amee depuis le commen cementde a camppejſques au 6 sepembre"
"Moreau2116_GBOOKSph2";"Moreau2116_GBOOKS";"";" te, 2 1 voſre majeſe m’aiant confie la conduite de ſon armeel contre la flandre, je vien lui rendre cone de ce que j’ai fait avec edle depuis le mois de uin dermier, pour la plus gande gloire de ſa couronne &amp, pour l’honneur d’une nation vicito rieuſe depuis tant d’annees, a la hone &amp, confuſion de ſes ennemis, juſquesa preſent que v"
"Moreau2116_GBOOKSph3";"Moreau2116_GBOOKS";"";" aiant pris en main les renes de cet empire, elle eſt en etat ee venir mererea la ee de ſes eſcadrons pour ranger a ſon obeiſſance tant ſes ennemis declares, que ſes domeſtiques"
"Moreau2116_GBOOKSph4";"Moreau2116_GBOOKS";"";" votre majeſte m’aiant comrmande de ſortir de paris au mois de iuin pour commander ſes ahmees qui etoient deja avancees juſques a la riviere desome je me rendis en diligence a amiens, ou pour le cormencement de ma cam pagne j’eu bien de a peine de me ſauver de la fureur du peuple emeu contrej moi, d’autant que j’avois fait arreter en ma maiſon le lieutenant civil qui avoit fait mentre en priſon en ſuire des arrets du parlement de paris)quelques dfficiers de l’armee, pour les grands deſordres que leurs ſoldats faiſoient dans i privnce, &amp, ne"
"Moreau2116_GBOOKSph5";"Moreau2116_GBOOKS";"";" trouvant poiat de ſeuree pour moi dans une ville toute mutinee &amp, qui aſſiegeoit ma maiſon, je fus contraint de me retirer a la derobee pour-m’en aller a corbie, ou, je fis paſſer l’armee pour l mettre dans le pais ennemi, afih de la ſaire ſubſiſter a leurs depens en fuite des ordres que j’avois receu"
"Moreau2116_GBOOKSph6";"Moreau2116_GBOOKS";"";" je m’avancai avec elle entre arras &amp, bapaume donnant de la jalouſie auxles de cahrai &amp, di, pls enemisjetterent incotinent des rou pes forc’eonſiderabes&amp, qui n’ahoien fait pirdb l’envie de les atoquer,en cor que j’euſe ea le moien de le pouivoir faire, &amp, las prpviſons neceſſaires, come elles ſerouvoieni altesſois dansles nees de v"
"Moreau2116_GBOOKSph7";"Moreau2116_GBOOKS";"";" m: je fis faire une revue generalea l’armee &amp, je trouvai 18ooo"
"Moreau2116_GBOOKSph8";"Moreau2116_GBOOKS";"";" fantaſſins &amp, ioooo"
"Moreau2116_GBOOKSph9";"Moreau2116_GBOOKS";"";" chevaux fort leſtes, huit pieces de canon d’aſſez petit calibre ſix charettes de munition de guerre, fore caiſons vuides, ſix pontons, &amp, huit autres moiennes barques"
"Moreau2116_GBOOKSph10";"Moreau2116_GBOOKS";"";" je fis avancer l’armee juſques a arras, &amp, de la je pris le chemin de la riviere de liſſe, ſur laquelle je fis attaquer le fort chateau d’eterre, ou il y avoit une garniſon fort conſiderable de ſx ſoldats commandes par un caporal, je diſpo ſai les attaques &amp, fis ouvrir la tranchee, qui fut conduite fort heureuſement juſques au glacis de la contreſcarpe de ce cdaeau, ſans y avoir perdu que cinq officiers &amp, une cinquantaine de oldats, &amp, aiant fait faire la galerie pour paſſer lenen ine le e ee eue ſe eſe e eoe leineu bles, &amp, m’etant alnſi rendu maitre de cet important paſſage,je fis prendrequar tier ier a l’armee de l’un &amp, de l’autre cotede la riviere, d’ou je fis des courſes du cobte de lille &amp, de la chateleinie d’ipre, mais comme les paiſanss’etoient tous retirez dans leurs places fortes, on trouvoit ſipeu de choſes dans la campagne qu’il eoit impoſſible que l’armee y put ſubſiſter lontems, ſi je ne me fuſee ſervi d’un ſtratageme qui a ſauve la vie a cette armee, car aiant fait publier par tous les lieux voiſins que les paiſans pouvoient retourner en aſeurances chez eux, puis qu’ils etoiet ſous la cotribution &amp, ſauvegarde de v"
"Moreau2116_GBOOKSph11";"Moreau2116_GBOOKS";"";" m ces bons fla mans s’aſſeurant ſur ma parole &amp, ſur des ſauvegardes particulieres que je leur avois donnees, s’en retournerent tous en leurs maiſons avec leurs beſtfiaux, &amp, les y aiant laiſez quelques jours pour augmenter leur aſſeurance, je fis faire une rafſe generale par la cavallerie, qui ramena au camp un grand nombre de va ches, moutons, chevaux &amp, paiſans priſonniers, qui ont rachete leur liberte &amp, la conſervation de leurs villages a beaux deniers contents, ce qui a fait ſubſiſter l’armee de v"
"Moreau2116_GBOOKSph12";"Moreau2116_GBOOKS";"";" pendant que je faiſois peparer au bolonnois les choſes ne ceſſaires pour le ſiege de s"
"Moreau2116_GBOOKSph13";"Moreau2116_GBOOKS";"";" omer commeje l’avois propoſe au conſeil, m’obli geant de faire une partie de la deſpenſe au cas que votre majeſte me voulut honorer du gouvernement de la place conjointement avec celui du boulon nois, mais ma propoſition n’aiant pas ete treuvee de ſaiſon, tant a cauſe du peu de deniers qu’il y a pour le preſent aux coſres de votre majeſte pour entreprenre la conquete d’une placeſi conſiderable, comme pour lappre henſion que quelques-uns ont eu, que l’armee de votre majeſte ne receut de vant ette place un ſecond affront pareil a celui qu’elle receut l’annee , 8"
"Moreau2116_GBOOKSph14";"Moreau2116_GBOOKS";"";" quad outes choſes etoienten meilleure poſture en france, quoi que j’aſeuraſſe le contraire bien qu’elle fut fournie d’une puiſſante garniſon, je fus contraint de rebrouſſer chemin &amp, retourner du cote d’arras, ou aiant cape quelques jours je me ſuis alle poſter a arlœux entre cambrai &amp, doiai, ou j’ai paſſe un mois de tems fourageant les capagnes du cote de douai &amp, bouhain pendat que j’em pechois mes gens de paſſer la sanſe pour aler au fourage au pais d’artois du cooe de bapaume &amp, dans le cambreſi, afin d’avoir lieu de faire par dela ma moiſſon, faiſant entendre aux bonnes gens que je conſerverois leurs grains &amp, leurs beſtiaux, s’ils ſe vouloient cottizer a quelques ſommes d’arget poor faire rouler ma cuiſine, ce qu’ils ont fait avec aſez de difficulte, ſcachant bien le peu d’effet de mes paroles a l’endroit des flamans, &amp, craignant avec juſte raiſon que je ne les traiterois pas d’autre facon que j’avois fait les autres qui s’y etoient fie,en quoi ils n’ont pas etez trompez, car apres qu’il n’y a plus rien eu a pre dre du cote de douai &amp, de bouchain, il m’a fallu chercher des fourages dans le cambreſi &amp, pais d’artois avec le meme ſucez &amp, par les meemes moiens que j’avois ſuivi en flandre, de ſorte, s ir e, que j’ai donne aſſez mauvaiſe odeur odeur de mon procede &amp, de ma ſincerite dans ces deux rencontres,, comne en pluſieurs autres pour la conſervation &amp, maintien de vos armees, car je ne ſuis pas du nombre de ces eſprits foibles qui publient aujourdui qu’un hom me d’honneur doit maintenir ſa parole, quand ce ſeroit au prejudice de ſon in eret, ne m’etant pas fort attachee a ette maxime lors que j’ai trouve mon conte &amp, que j’ai peu faire ſubſiſter voſtre armee, et pendant qu’elle ſeſejournoit a arlœux, celle des ennemis, qui etoit aux environs de lills &amp, de tournai, s’aſſembloit autour de valencienne, d’ou elle s’eſt venuee cam per en un poſte tres-avantageux aupres de cette ville ſur une eminence de 3,"
"Moreau2116_GBOOKSph15";"Moreau2116_GBOOKS";"";" quarts de lieues, aiant a ſu gauche un bois de fort difficile accœz, &amp, a la droite"
"Moreau2116_GBOOKSph16";"Moreau2116_GBOOKS";"";" la riviere de l’ecaut, &amp, en peu d’heures elle garnit ſon front d’un parapet a l’e preuve du canon &amp, d’un foſſe de i5"
"Moreau2116_GBOOKSph17";"Moreau2116_GBOOKS";"";" pieds de large, le tout ſi bien menage par le conte de fuenſaldagna, qui commandoit l’armee ennemie en l’abſence de l’archiduc leopolde, qui etoit alle a bruxelles prendre les eaux de spa, qu’il"
"Moreau2116_GBOOKSph18";"Moreau2116_GBOOKS";"";" etoit impoſſible de l’aborder, ſij’euſe continue dans le deſſein qu’on m’avoit preſcrit de la cour de paſſer a conde, ſans un peril evident de perdre a la veue de ce retranchement ( flanque des batteries du rampart de valenciennes) l’ar mee de v"
"Moreau2116_GBOOKSph19";"Moreau2116_GBOOKS";"";" durant le tems que j’ai ete a arlœux je ne puis aſez exprimera v"
"Moreau2116_GBOOKSph20";"Moreau2116_GBOOKS";"";" le grand nombre de transfuges qui ont paſſe du camp a celui des enne mis, il eſt vrai que la plus grande partie etoient des ſoldats etrangers pris a la journee de rethel, &amp, qui avoient pris parti dans nos troupes pour avoir leur quartier d’hiver en france a nos depens, &amp, quitter puis apres les drapeaux de v"
"Moreau2116_GBOOKSph21";"Moreau2116_GBOOKS";"";" durant mon ſejour en ce lieuj’ai envoie le comte de quinſe pour faire part a v"
"Moreau2116_GBOOKSph22";"Moreau2116_GBOOKS";"";"de l’etat de ſon armee, &amp, a ſon retour m’aiant dit la ſante que v"
"Moreau2116_GBOOKSph23";"Moreau2116_GBOOKS";"";" lui avoit porte de tous ſes chefs &amp, l’eſtime &amp, appro bation qu’elle faiſoitde toutes mes actions depuis le commencement de cœtte, heuœuſe campgne, ſj’en ay receu un redoublement de courage pour la conti nuer, &amp, conduire a chef les hauts deſſeins que j’avois conceus depuis ſon com mencement, etpour ce ſujet etant decamped’arlœux le 2o"
"Moreau2116_GBOOKSph24";"Moreau2116_GBOOKS";"";" du mois paſe, je m’avancaijuſques a inchi, d’ou le jour ſuivant je vins camper entre le cat"
"Moreau2116_GBOOKSph25";"Moreau2116_GBOOKS";"";" relet &amp, cambrai ſur une petiteriviere qui s’ecoule dans l’eſcaut &amp, me poſtai entre les villages de crevecœur, lesdain, &amp, enne, d’ou je faiſois etat d’atta quer le cattelet, mais aiant apris que la place etoit en un autre etat que lors que les eſpognols la prirent, par les ſoins continuels qu’en a eus le comte de gar ciez depuis ſa priſe, &amp, aiant ete adverti que le marquis sfondrato s’etoit deta che aec un corps aſſez conſiderable de l’armee des ennemis tirant du cote de la flandre, je pris un autre parti &amp, detachai de l’anxee ooo"
"Moreau2116_GBOOKSph26";"Moreau2116_GBOOKS";"";" hommes que je fis partir en diligence le 26"
"Moreau2116_GBOOKSph27";"Moreau2116_GBOOKS";"";" du paſe pour aller en flandre &amp, prevenir les deſ ſeins eins que les ennemis y pouvoient avoir, &amp, pour faire quelque diverſion qui les pu tenir en haleine: aiant ſceu qu’il y avoit au village de catenier a une deuie lieue du camp uneforte tour ou quantite de paiſans s’etoient refugiez, je formai le deſſein de la faire attaquer par 4ooo"
"Moreau2116_GBOOKSph28";"Moreau2116_GBOOKS";"";" homes choiſis &amp, deumx pieces de canon ſous la coduite du cote de quinſe lieutenat general de cette armee, de quije fis le choix pour cet exploit ſ conſiderable a cauſe de la grande co noiſſance qu’il a du cambreſi, pour a voir demeureſi lontems au catelet, l’at taquefut tres-bien diſpoſee par ce comte &amp, apres un ſiege de plus de dix heu res, pendant leſquelles il y et quantite de ſoldats tuez &amp, bleſſez, les paiſans qui voioient qu’on alloit mettre le feu a leur egliſe, craignant plus la ruine de leur "
"Moreau2116_GBOOKSph29";"Moreau2116_GBOOKS";"";" temple que les balles de nos canons, qui ne faiſoient que blanchir les pierres de leur tour, ſe rendirent priſonniers de guerre &amp, vie ſauve, le comte de quinſe s’en retourna au camp fort glorieux de cet exploit conduiſant en triomfe une vintaine de paiſans, a qui il avoit promis la vie, mais ne me trouvant pas oblige de tenir la parole que le comte de quinſe leur avoit donnee, j’en fis pendre une demie douzaine pour donner la terreur aux autres, &amp, a meme temsje fis donner part de cet heureux ſuccez au gaazetier renaudot, afin qu’il fit ec: sr partout le monde dansſes geetes e grad chefd’œuvre que le comte de quinſe venoit de ſaire par mes ordres"
"Moreau2116_GBOOKSph30";"Moreau2116_GBOOKS";"";" j’avoisentrepris ce ſiege pour voir ſi je pourrois par ce moien detourner la marche que le marquis sfondrato continuoit toujours vers la flandre, mais voiant que je ne reuſiſſois point, je formai un autre deſſein de plus grande con ſequence, &amp, je m’avancai le 27"
"Moreau2116_GBOOKSph31";"Moreau2116_GBOOKS";"";" du paſſee avec toute l’armnee juſques au bourg d’hapre entre cambrai &amp, valenciennes a une lieuie de la riviere de l’ecaur, que les ennemis avoient pour front en leur camp de denain, &amp, le lendemain m’etant aproche du village de nœufville, ou le comte d’harcourt paſſa cette riviere ſi heureuſement il y a deux ans, je commencai a y jetter des ponts, me promettant que les ennemis s’en viendroient avec toutes leurs forces, &amp, rappel leroient memie celles du marquis sfondra0, qui etoit mon principal deſin, pout me diſpurer le paſſage, mais comme ils ſcavoient aſſez mes deſſeins ne s’en ecant pas fort emeus ils s’allerent poſter derechef dans leurs retranchemens d’aupres de valenciennes, laiſſant ſeulement 2"
"Moreau2116_GBOOKSph32";"Moreau2116_GBOOKS";"";" mille chevaux avec autant de monſquetaires pour m’amuſer un peu de tems au paſſage, ce qu’ils fireat aſſez heureuſement l’eſpace de "
"Moreau2116_GBOOKSph33";"Moreau2116_GBOOKS";"";" heures, pendant leſquelles ils tuerent &amp, bleſſerent quantite de mes meilleurs homes, mais aiant veu les ponts en etat d’y pouvoir paſſer, ils ſe retirerent en fort bon ordre juſques a leur camp"
"Moreau2116_GBOOKSph34";"Moreau2116_GBOOKS";"";" je fis paſſer 15oo chevaux pour aller reconoitre la contenance des ennemis, qu’ils trouveret der iereleur ligne rangez en bacaille, ou ils nous attendoient en boune devotion, b ce qui fit anpe perdre cele de mnes cavaiers, qucroieient l’armeeannesie bie pluas longde la, &amp, leur fit rebrouſer chemin avec aſea peu d’ordre &amp, me me en geande confuſion droit aux ponts, ſans etre pourſuivis que de leus pro pre peur, qui les obligea a repaſfer la riviere avec heaucoupd’emprſſement, &amp, ſans les pouvoir reenir pour former les eſquadrons apres leur paſſage, ils s’en retournerent tous d’un haleine juſques au quartier de hapre, &amp, voiant bien qu’iln’y avoit rien a gaigner de ce coe la, &amp, que mon deſſein de rapeller les fores qui alloiont en flandre n’avoit non plus reiſſi par mo paſfage de l’eca que par le ſiege &amp, priſe de la tour de catenier,, je ſormai ſur le cdhamp un autre deſein qui me ſembloit tres-avantageux pour la gloire des armes de v"
"Moreau2116_GBOOKSph35";"Moreau2116_GBOOKS";"";" je me trouvai a trois lieues de la ville de queſnoy que les ennemis demantelerent l’annee dernuiere, n’y aiant laiſſe que les maſures d’un vieux chateau avec une garniſon de go"
"Moreau2116_GBOOKSph36";"Moreau2116_GBOOKS";"";" hommes, il me ſembloit que la priſe de cœte place acheveroi de beaucoup tous mesexploits paſſez, &amp, que ce fſeroit une conquete fort avan tageuſe pour la gloie de la couronne de v"
"Moreau2116_GBOOKSph37";"Moreau2116_GBOOKS";"";" &amp, l’execution me ſembloit d’autant plus facile, que j’eſtois adverti du peu de garniſon qu’il y avoit de dars,&amp, que peu de jours auparavant l’ennemi avoit retire toute l’artillerie &amp, unitions"
"Moreau2116_GBOOKSph38";"Moreau2116_GBOOKS";"";" je m’avancai donc le go"
"Moreau2116_GBOOKSph39";"Moreau2116_GBOOKS";"";" aiant ſait partir deux heures devant moi la brigade du duc de chaune, que je croiois baſtante pour reduire cette place, ou le coe de fuenſaldagna, qui ne dormoit point, le ſoir auparavat avoit fait entrer a mon inſceu 8oo"
"Moreau2116_GBOOKSph40";"Moreau2116_GBOOKS";"";" hones de guerre avec 4"
"Moreau2116_GBOOKSph41";"Moreau2116_GBOOKS";"";" pieces de canon,qui etoit un nombre aſſez baſtant pourfaire recevoir aux armes de v"
"Moreau2116_GBOOKSph42";"Moreau2116_GBOOKS";"";" l’affront qu’el les y eurent peu d’heures apres, car le duc de chaune s’etant avance a la por ee du canon de la ville, il envoia un de ſes trompettues pous ſomner le gou verneur de e endre, lui ofrant fort honorable compoſftion, de quoi le gou veraeur s’etant aoque, &amp, moi en aiant ete adoerti, il meſembla qu’il y alloit e l repuuationlesarmes dev"
"Moreau2116_GBOOKSph43";"Moreau2116_GBOOKS";"";" de chatier œtte arrgice,e pour lemieux faireje marchaiauſſitot avec toute l’armeeau ſiege de cette place, &amp, coume je ſaiſois reconoitre les advenues par le chevalier de cars marechal de camp, les enneais aiant fait ſortir i5"
"Moreau2116_GBOOKSph44";"Moreau2116_GBOOKS";"";" cavaliers qui feignoiet etre des aotres, &amp, avoec lbeaucoup d’appaan, d’autant qu’ils ſe faiſoient charger part une vintane de fuzeliers qu’ils avoientplaœz derriee une digue, ce caalier s’en alla droit a eux pour les encousagera la charge, mais dez auſfitot qa’il les eat joins ils le rent metre pied a tere,e qu’aiant eue veu par le capitaine de mes gardes, &amp, croiant qu’letoit bleſſe d’auant que les feliers ennemis lachoisat ou ooes leurs oups quoi quen l’air, il s’en alla les joindne &amp, futdupe dela meme ſore, &amp, tousdeux cduis priſonuiers daus la plae, me laiſſan avacande plaiſir exremne de voirdeviaes yeuaun telle iuſale, queans paaetoi a 1 de vanger biontot, aiant commande a neme tehs que l’infanterie fit amas de faſſines pour combler le fſoſſe &amp, emporter la place par aſſaut, les faſſines ſe firet aſſez pomatement, mais comme il fut queſtion de les porter au bord du foſe l’on fut receu par une greſle fort epeſe de mouſquetades &amp, canonades,qui cou cherent par terre beaucoup deſoldats, &amp, donnerent ſi ſort l’epouvante au re ſle, a qui l’on avoit perſuade qu’il n’y avoitpas inquante hommes de guerre dans la place, qu’ils n’en voulurent plus mrdre, criant hautenmient qu’on les conduiſoit a la boucherie, je recoonu donc pour lors que mes epions m’avoient trompe, ou que je n’en avois pas eu d’aſſez bons pour me dire ce qui s’etoit paſe le ſoir auparavant, &amp, voiant que ſi je m’opiniatrois au ſiege de œtte place, je me mettrois au hazard de recevoi un affront, ou du moins a perdre beau coup de monde contre les ordres que j’ai eus de ne rien hanzarder, ains de con ſerver cette armee pour les occaſions plus preſfantes, ou l’on en pourra avoir a faire,je fis aſſembler le conſeil &amp, d’un commun accord l’on jugea nocœeſſaire de retourner en arriere, ce que j’ai execute auſſiuot, m’etant alle canper au villa ge de vermeraiu &amp, lieux voiſins, d’ou je ſuis venus au chateau cambre ſis pour y faire ſubſſter quelques jours l’armee de v"
"Moreau2116_GBOOKSph45";"Moreau2116_GBOOKS";"";" &amp, attendre les ordres de ce quoje devrai entreprendre pendant mon ſejour en ce licu, je me ſuis voulu ſervir du meme ftratageme que j’avois fait a eterre pour faire retourner les paiſans chez eux, mais ma conduite eſt ellement decriee que perſonue nes’eſ"
"Moreau2116_GBOOKSph46";"Moreau2116_GBOOKS";"";" voulu fer a mes paroles ni ſauvegardes,a la reſerve d’un bon gentilhomme qui faiſoit ſa demeure au chaateau de clermont deux heures du camp, a qui j’ai envoie un de mes gardes &amp, une ſauvegarde par erit, afin qu’il y peut reſter ea aſſeurance avec ousſes paiſans, mais comme je ſceu depuis qu’ y rvoit dans ce lieu un bon butin a faire, je ne voulu pas pefdre l’ocaſion de ceet advatage &amp, je fisavancer de ce cote la le maequis de crevecœur, avaec odre de rendre e chateau,&amp, meoanduire iciceux qui etoient dedans, qui ſe treuvarent bie ſurpris a l’arrivee des troupes, croiant etre bien aſſeure par la preſence de mon garde &amp, par ma ſauvegarde par ecrit, ce qui les obligeaa ſe mettre en defſenſe uſquesa e que le can6 etant arrive, &amp, leur en aiant lache djx plets,i ſe ren dirent a diſcretion, &amp, la place etant priſe &amp, pillee, le marquis de crevecœur retourna ici conduiſant un aſſe ban botin &amp,debx fils de ce gentilhomme pones, a quijeferai paier la poudre , &amp, les gens que m’a couſle la priſe de leur naiſon"
"Moreau2116_GBOOKSph47";"Moreau2116_GBOOKS";"";" mais comme l’on etoit en ces entreſaites, je receu tout enſemble la nouvelle du fiege &amp, de la priſe de furnes, quil ſurprit extrememet toute cette armee,qui ſe croioit victoriuſe &amp, capable de oe rien laiſſer perdrea v"
"Moreau2116_GBOOKSph48";"Moreau2116_GBOOKS";"";" pas pour lui conquerir grand choſe,e ce qui m’a eneoi lrprs l’avafitage u l’a l’aprehenſion ou je ſuis que les ennemis qui ont a corps fort conderble du cote de la marine, &amp, un general fort heureux, ne ſe contenteront pas de cette priſe, mais qu’ils pouſſeront leur pointe &amp, entreprendront quelque autre choſe fort conſideerable, a quoi il eſt preſque impoſſible de pouvoir remnedier, neant moins pour donner quelque eſperance que l’on veut faire quelque choſe, j’ai fait prtir d’ici le comte de quinſe avec huit regimens d’ilnfanterie &amp, qua, tre de cavallerie qui font en tout bien prez de a4ooo"
"Moreau2116_GBOOKSph49";"Moreau2116_GBOOKS";"";" hommes pour aller vers la flandre &amp, faire e qu’il pourra, de quoi neantmoins je n’eſere pas grad ſuc cez, car les ennemis y etant deja &amp, le comte de quinſe aiant a faire ungrand chemin pour y arriver, je crains bien fort qu’iſy ſera trop tard"
"Moreau2116_GBOOKSph50";"Moreau2116_GBOOKS";"";" rfeure encor ici avec le reſte le l’armee extremement afoiblie, tant a cauſe des troupes qu’il en a fallu ſeparer, comme par le grand nombre des ma lades, qu’il y a dans ce camp, qui proviennent de la niſere &amp, fatigue que les ſoldats ont ſoufert, quiſe laſſent extremement de cette faccon de vivre, &amp, ſe voians aux portes de la france ſe debandent a grandes troupes dans ce tems de vandanges,ſans que toutes les diligences &amp, les remedes que je tache d’y ap porter ſoient capables de les retenir, etſi v"
"Moreau2116_GBOOKSph51";"Moreau2116_GBOOKS";"";" n’y met un promt &amp, ſolide remede, je voi les choſes en etat d’un fort mauvais commeement de majorite"
"Moreau2116_GBOOKSph52";"Moreau2116_GBOOKS";"";" l’archiduc leopold eſt retourne a ſon armee qui eſt fort conſiderable &amp, compoſe de plus de 15"
"Moreau2116_GBOOKSph53";"Moreau2116_GBOOKS";"";" mille hommes campez a ſix lieux d’ici,je rache de l’obſeruer de crainte qu’il n’enreprenue encor quelque choſe de ce coteici, me voiant afoibi tous les jours de plus en plus, &amp, qu’a preſent je ne ſuis pas en etat de lui pouvois faire oppoſition dans deux mois de campagne qui nousre len, &amp, en un tems ou il ſemble qu’ils veulent commencer a agir, de quoije n’ai peu manquerde faire part a v"
"Moreau2116_GBOOKSph54";"Moreau2116_GBOOKS";"";" m, afin qu’il lui plaiſe de m’envoier les odres de e que je dois faire dans cette conjoncture, &amp, qu’elle ait pour agrea bles les grandſervices que je lui ai rendus, &amp, que je continuerai de faire en qualite de sire, de v"
"Moreau2116_GBOOKSph55";"Moreau2116_GBOOKS";"";" majſeſte le tres-bumble, tres"
"Moreau2116_GBOOKSph56";"Moreau2116_GBOOKS";"";" fidel &amp, tres-obeiſmt sujet anroinne ’avmont roche-baron"
"Moreau2116_GBOOKSph57";"Moreau2116_GBOOKS";"";" du camp du chateau en cambrefi le 6"
"Moreau2143_GBOOKSph0";"Moreau2143_GBOOKS";"Lettre du roi aux prévôt des marchands et échevins de la ville de Paris, ensuite des articles arrêtés à Ruel le 11 mars 1649.";"null"
"Moreau2143_GBOOKSph1";"Moreau2143_GBOOKS";"";" lettre dv roy avx prevost des marchands &amp, eſcheuins de paris"
"Moreau2143_GBOOKSph2";"Moreau2143_GBOOKS";"";" en ſuite des articles arreſtez a ruel l'onzieſme mars mil ſix cens quarante-neuf"
"Moreau2143_GBOOKSph3";"Moreau2143_GBOOKS";"";" le e d rot v vo5t des m chands &amp, ſcheuins par, en aa l eſe i louellnue a5 1 cens qarapt-neuf"
"Moreau2143_GBOOKSph4";"Moreau2143_GBOOKS";"";" rc ers&amp, bi2, l pu lic av u par l a1tic gne a rue l’ ni e dupreſe t oi a eſtee arreſte renom auecles depute de enoſtrep leet, de noſtr chambr desc ptes, cour des ay de, &amp, corps de noſtr bonne ville de panis ansp n oi, &amp,c les te eſsg aux &amp, pa uliers de tous ceux quiont ris prt aux afaies preſs out eſte co ſidee, &amp, ceux des p nccs, officiers de la coue onne, &amp, autres qui ont pr les armes depuis les reens mo eſt onſeez"
"Moreau2143_GBOOKSph5";"Moreau2143_GBOOKS";"";" iln’y 4 u ſpns qui, ’as cogcomme nou5 a ij "
"Moreau2143_GBOOKSph6";"Moreau2143_GBOOKS";"";" 4 auons procede auec vne entiere ſincerite a l’exe cution de toutes les choſes quiont eſte promiſes de noſtre part: qu’auſſi-toſt apres la ſignature deſdits articles, les paſſages des viures a panis ont eſte ouuerts de tous coſtez, &amp, meſme que ſur ce qui nous a eſte repreſente de voſtre pat qu’ily auoit quelque difficulte aux paſſages des bleds par les riuieres, de seine &amp, de marnae, nous auons fait publier noſtre ordonnance pour la liberte deſdits paſſages &amp, le reſtabliſſe ment de tout commerce en laite ville: ouen ſuite l’on a reſſenti l’abondance &amp, la diminution notable du prix de toutes denrees, dont nous auonsreceu beaucoup de contenteent: &amp, il n’y-a rien qui ait dependu de nous, que nous n’ayons fait pour le bien commun des habitans de noſtredte ville, ſans auoir voulu attendre li’effet des choſes qui nous auoient eſtee promi ſes, nous eſtans contentez de ſcauoir que no re cour de parlement acceptoit le traite de ruel, en renuoyant vers nous les meſmes de putez qui etoient allez de ſa part audit ruel"
"Moreau2143_GBOOKSph7";"Moreau2143_GBOOKS";"";" auec charge de nous faire des remonſtrances pour obtenir de nous quelques: modifications ſut aucuns des articles dudit traite qui concer hoientnoſtrelte cour, comme auſftpour nous i"
"Moreau2143_GBOOKSph8";"Moreau2143_GBOOKS";"";" 3 reptftnter te qu touchoit leſdits prinees &amp, les particuliers qui etolent compris audit traite, &amp, aprs auoir examine leſdites remonſtrances, nous auons bien veulu accorder a noſtredite curtout ce qui a eſte faiſable pour la ſatisfa ctiond’icelle: &amp, quant aux princes &amp, a ceux qui lesont ſuiuis, nous leur auons auſſiaecordee tout e que le bien de noſtre eſtat a pu comporter, ſans ſouffrir vn preiudice notable"
"Moreau2143_GBOOKSph9";"Moreau2143_GBOOKS";"";" et comme nous e pouuons iuger quels ſeront leurs ſenti mens mcores que nous en voulions touſiours’ bien eſperer, neantmoins nous auons defire eufaire cette lettre par l’auis de reyne re gente noſtre tres-honoree dame &amp, mere, pour vous dire que notre intention eſt, aa ſ’eſgard de ures lescompagnies souueraine, &amp, du corps devlle,, comme auſſi de tous les eourgeois &amp, ha ians de paris, que ledit traite de ruelfoirplei nment &amp, entierement execute, aux condirions que nous auonsidepis accordees aux deputez demoſtreditecour de parlement, quand ien leſdits ptinces &amp, ceux de leur party ne s’y ac mmoderoientpas: &amp, que rnousne faiſons de meurer nos troupes aux qaartiers ou elles ſorrt: preſentement par deca, que pour oppoſer a cel s quiſont ſous le commandement deſdits prin b 1 "
"Moreau2143_GBOOKSph10";"Moreau2143_GBOOKS";"";"  es, enſorte qu’en demeurant anmez ils e bie ſent ren entreprendre contr, noſtre ſemiece ayans reſolu de faire retirer noſdites troupes vrs la frontiere au meſme inſtant que celles-laa ſe ont licenciees: ne deſirans rien d’auantage que deſoulager les habitans de noſtredite ville, &amp, de donner moyen a ceux de la campagne qui ont beaucoupſouffert &amp, ſouffrent encor par le ſejour des troupes, de ſe remettre dans leur la beur &amp, repos ordinaires: a quoy nous vous ex hortons de contribuer tout ce qui dependra de vous"
"Moreau2143_GBOOKSph11";"Moreau2143_GBOOKS";"";" &amp, de prendre garde que par l’artifice &amp, pour des intereſts particuliers reſtabliſſement da la tranquilite publique ne ſoitretarde ny empeſ che"
"Moreau2143_GBOOKSph12";"Moreau2143_GBOOKS";"";" c’eſt ce que nous vous dirons par cette lee tre, vous aſſeurans touſiours de noſtre bonn volonte enuers le general &amp, les partieuliers de noſtredite ville: &amp, que nous ne ſouhaitonsrie auee plus d’affection, que d’aprendre que cou ſoit en eſtat que nous y puiſions retourmer fai ie noſtre ſejour ordinaire, comme par le paſſe"
