id;date_collected;date_deleted;deletion_time;delete_reason;corpus;text;username;user_bio;user_created;picture1;picture2;picture3;picture4
1516378068260208643;19/04/22-11:27;21/04/22-14:08;2 days, 2:40:01;deleted;LGBT_1;"Plus personne n’oserait utiliser l’expression MICRO lobby dix ans plus tard. 🤓 https://t.co/Jtqo8V0tOr";benbsn_;"parasite";2011-03-15T18:16:40.000Z;;;;
1516422955173036032;19/04/22-14:26;21/04/22-14:08;1 day, 23:41:40;deleted;LGBT_1;"je suis gay";colaaass;"";2017-03-15T08:30:27.000Z;;;;
1516394369439477768;19/04/22-12:32;21/04/22-14:09;2 days, 1:36:15;deleted;LGBT_1;"⚠️ L’@EU_EDPB rappelle que le récent accord entre l'UE et les Etats-Unis ne suffit pas pour exporter des #DCP sans prendre les précautions respectant l'arrêt #SchremsII 👉 https://t.co/ZXaadILDXm https://t.co/QNHgczFhIL";N_Devoucoux;"#RGPD #DPO #collectivités #morvan #nièvre - mes tweets n’engagent que moi";2010-08-28T10:57:58.000Z;;;;
1516405498886635534;19/04/22-13:16;21/04/22-14:09;2 days, 0:52:01;protected_account;LGBT_1;"Rah we ptdrrrr https://t.co/dhOIwtQbCB";ryuga_pv;"Ken pour le prénom @WestHam";2021-03-02T10:00:39.000Z;;;;
1516381691274792965;19/04/22-11:42;21/04/22-14:09;2 days, 2:26:38;deleted;LGBT_1;"les mecs, la meuf de vos rêves vous propose de se voir, mais à la gay prides, vous y allez?";bayernluck;"je poste des designs sur l'om et le bayern
graphiste. dev. webdesigner.
bayern x om x nets";2021-04-14T11:03:41.000Z;;;;
1516356368588066824;19/04/22-10:01;21/04/22-14:09;2 days, 4:07:15;deleted;LGBT_1;"@F_Desouche Un mec  tourne le dos, ça marche ?  🤣🤣🤣";dushmol343401;"";2021-10-14T11:15:16.000Z;;;;
1516404353019621378;19/04/22-13:12;21/04/22-14:09;2 days, 0:56:35;deleted;LGBT_1;"C'est vraiment pareil que gay,
Elle fait que continuer son thread de jour en jour et c'est de pire en pire https://t.co/Yq11fwsTjG";quoi_feur444;"Je dis de la merde et je suis gênant mais j'ai la santé, 
je suis aigri environ 79,1835% du temps";2020-06-21T18:03:58.000Z;;;;
1516380671010295815;19/04/22-11:38;21/04/22-14:09;2 days, 2:30:41;deleted;LGBT_1;"@Dominique120621 Alors @EmmanuelMacron , personne ne les oblige ??? https://t.co/RHzUz2ZjuV";LesNadines;"Agnostique
 45 ans à l'AP/HP 😓
♏♋  8 Dieux Grecs 😉";2018-01-24T08:21:41.000Z;https://ceres.huma-num.fr/lgbt/9fb971198e91321c477d08f021cf60ecf1005397.png;;;
1516386667837407242;19/04/22-12:02;21/04/22-14:09;2 days, 2:06:51;deleted;LGBT_1;"RT @HornyBo84201334: Rt pour la faire tomber 😜

#gay #gaylille #bite #dick #bigdick https://t.co/2fxscyR94F";DralOfbi;"15 ans bi et versatile.     https://t.co/2cpTlmRGvA";2021-09-23T14:37:18.000Z;https://ceres.huma-num.fr/lgbt/7e42cfe7006f5e5e8c1247d5d8f7cc597f2e4579.jpg;;;
1516409301828526087;19/04/22-13:32;21/04/22-14:09;2 days, 0:36:55;deleted;LGBT_1;"@tinosaurus3000 je trouve ces dessins faciaux particulièrement dégeulasse et pourtant j'suis lesbienne. (après c'est bien foutue 10/10 pour la réalisation mais NOPE.)";AnarkoJade;"Prototype personnel de Dieu, mutante à l'énergie dense jamais conçu pour la production en série.  Anarco ☭ TransLesb ⚧️ 🌈";2022-01-28T16:46:02.000Z;;;;
1516376802695991299;19/04/22-11:22;21/04/22-14:09;2 days, 2:46:03;protected_account;LGBT_1;"@Tetsujirou_ ah c’est crisco???";mzyaeger_;"🥷‼️";2022-02-04T21:26:27.000Z;;;;
1516372548736401413;19/04/22-11:06;21/04/22-14:09;2 days, 3:02:57;deleted;LGBT_1;"le drapeau transgenre : 
Une personne transgenre, ou trans, est une personne dont l'expression de genre et/ou l'identité de genre s'écarte des attentes traditionnelles reposant sur le sexe assigné à la naissance. https://t.co/1XdobIbPLT";louisacmoi;"ex pessi(e)";2022-02-26T19:44:03.000Z;https://ceres.huma-num.fr/lgbt/39f0b825c3ea981678d18f7c4d8af4c9917836a5.jpg;;;
1516380055387402241;19/04/22-11:35;21/04/22-14:09;2 days, 2:33:08;deleted;LGBT_1;"RT @Dominique120621: Il emmerde les français mais adore les voilées.... en même temps on connaît ses tendances... femmes bâchées pas de sou…";MRigalon;"";2014-02-13T13:02:46.000Z;;;;
1516382877524578304;19/04/22-11:47;21/04/22-14:09;2 days, 2:21:55;deleted;LGBT_1;"RT @lukaa151: Rt si tu en veux plus en dm 😋 #boy #gay https://t.co/B5Rp7Btm3I";DralOfbi;"15 ans bi et versatile";2021-09-23T14:37:18.000Z;;;;
1516405782937489415;19/04/22-13:18;21/04/22-14:09;2 days, 0:50:54;deleted;LGBT_1;"Le cinéma Pedowood à encore frapper.

Total boycott
https://t.co/oseKCI99il";Jeff_Kraft_;"Anti Globalist  Imperialism  EU NATO UN , FREE EUROPA! 🇨🇭
non-governmental alternative media support!
LICHT IST LEBEN";2022-02-28T18:01:28.000Z;;;;
1516409899609116675;19/04/22-13:34;21/04/22-14:09;2 days, 0:34:32;deleted;LGBT_1;"RT @iel_du_Desert: Ah non moi je peux plus ils sont trop raciste il déteste les #LGBT ils disent qu’on est des malades mentaux qu’on doit m…";iel_du_Desert;"🏳️‍🌈🏳️‍⚧️Étudiant en école supérieure, Makeup,effets spéciaux FX,culture mode.. 🇪🇬 Egypte De bahna,🇩🇿Algérie de Merouana,🇫🇷Lille";2022-03-04T17:32:18.000Z;;;;
1516423306739691521;19/04/22-14:27;21/04/22-14:09;1 day, 23:41:16;deleted;LGBT_1;"@F_Desouche Je confirme que #Macron est un trou de balle pardon, a un trou de balle .";DavidDu13913812;"#zemmour #Reconquête #Reconquête2022 #ericzemmour #EZ2022 
 
zemmour est dans mon coeur ! je voterai Lepen pour empêcher Macron !";2022-04-04T18:09:21.000Z;;;;
1516410697986543616;19/04/22-13:37;21/04/22-14:09;2 days, 0:31:22;deleted;LGBT_1;"RT @BordelloColine: Je rappelle qu'on vie dans une socièté transphobe et transmisogyne.
Si vous être contre la possibilité de faire une tra…";Randzahroc;"Mon rêve c'est d'être aux petits oignons tous les jours avec ma princesse 🥺💞
Hail Satan⛧@PvTheresa
pp : @Anieshka_
elle/she - Justice pour Doona. 🏳️‍⚧️";2017-10-10T16:42:07.000Z;;;;
1516385117714980866;19/04/22-11:55;21/04/22-14:09;2 days, 2:13:01;deleted;LGBT_1;"@__mxssn quel chaîne est épisode ?";Anonyme_xoxo;"Tout Citoyen peut parler, écrire, imprimer librement";2022-03-26T10:23:40.000Z;;;;
1516382558833070080;19/04/22-11:45;21/04/22-14:09;2 days, 2:23:11;deleted;LGBT_1;"@AlexCathala66 @LGBT66 Pour en avoir discuté avec des parents et des enseignants, presque tout le monde est de mon avis. Si ça peut donner un sens à votre vie.. mais nos enfants n’ont que faire de vos interventions.";Pierreetleloup5;"";2021-04-24T09:31:49.000Z;;;;
1516409525431156746;19/04/22-13:32;21/04/22-14:09;2 days, 0:36:01;deleted;LGBT_1;"Est-ce que vous allez protéger les personnes #LGBT 🏳️‍🌈🏳️‍⚧️ dans la sécurité dehors oui ou non réponds-moi sincèrement vous . Est ce que vous aller stopper cette islam racidal ? @EmmanuelMacron @enmarchefr @MarleneSchiappa @LaetitiaAvia @enmarche35 @EnMarche_94 @JeanCASTEX #macron";iel_du_Desert;"🏳️‍🌈🏳️‍⚧️Étudiant en école supérieure, Makeup,effets spéciaux FX,culture mode.. 🇪🇬 Egypte De bahna,🇩🇿Algérie de Merouana,🇫🇷Lille";2022-03-04T17:32:18.000Z;;;;
1516395442334019584;19/04/22-12:37;21/04/22-14:09;2 days, 1:31:59;deleted;LGBT_1;"la marche lesbienne samedi 😵‍💫 désolée de trop y penser";trashhbutkawaii;"matfem radicale et en colère mais qui aime le cinéma • weekly fun-facts sur Agnès Varda au lieu d'écrire mon mémoire • valeria bruni-tedeschi stan acc";2018-08-30T17:02:13.000Z;;;;
1516419380200026123;19/04/22-14:12;21/04/22-14:09;1 day, 23:56:52;suspended_account;LGBT_1;"@SamP1977 @LatifaIbnZ Regarde les lois coranique...seul religion qui lapide femme infidèle.. homosexuel...c est cela que tu veux";b_darnige;"Rien";2022-01-03T09:41:07.000Z;;;;
1516395709003702275;19/04/22-12:38;21/04/22-14:09;2 days, 1:30:56;protected_account;LGBT_1;"RT @PanierPersee: Affiche : Vous êtes doté d'un utérus ? Alors n'oubliez pas le dépistage pour le cancer du col de l'uté-

Les terfs : QUOI…";Petite_Ringo;"";2014-01-05T20:10:23.000Z;;;;
1516412656864972800;19/04/22-13:45;21/04/22-14:09;2 days, 0:23:35;deleted;LGBT_1;"RT @BordelloColine: Je rappelle qu'on vie dans une socièté transphobe et transmisogyne.
Si vous être contre la possibilité de faire une tra…";Hanako_mx1;"︿︿ 𝑳𝒆𝒗𝒊𝒂𝒕𝒉𝒂𝒏 Simp~🇩🇿 
༘♡ ⋆｡° ˗ˏ✎18~♡𝐎𝐛𝐞𝐲 me / PJSK (Rank 124) / Enstars (Rank 17 )ঔৣ ♡ENFJ♡     

   ☆ vocaloid fan acc ☆ TRIGGER fan acc ☆";2019-10-11T15:33:41.000Z;;;;
1516409218567393287;19/04/22-13:31;21/04/22-14:09;2 days, 0:37:15;deleted;LGBT_1;"RT @MaDeviseCLeuro: Ma copine trans Doona s'est jetée sous les rails d'un train à cause de la transphobie du gouvernement et de sa situatio…";loischrx;"";2022-04-11T11:11:51.000Z;;;;
1516423860530421767;19/04/22-14:29;21/04/22-14:09;1 day, 23:39:04;deleted;LGBT_1;"Faites sauter son compte svp https://t.co/kxHKeqNG2V";chajhn;"🇮🇹🇨🇫 ✡︎";2018-11-08T20:58:21.000Z;;;;
1516373448414666755;19/04/22-11:09;21/04/22-14:09;2 days, 2:59:23;deleted;LGBT_1;"RT @PrvMat_Gay: RT si tu accepte de recevoir des nudes en DM pour voir à qui envoyer ma queu https://t.co/QfhWPntZTo";DralOfbi;"15 ans bi et versatile";2021-09-23T14:37:18.000Z;;;;
1516378730075201537;19/04/22-11:30;21/04/22-14:09;2 days, 2:38:24;protected_account;LGBT_1;"@nikitalovecraft @SAVEsqvon Mais les personnes en surpoids tu veux ils disent qu’ils sont minces??? Faut allumer son cerveau 
Je vois pas quand il a dit être gay c’est pas être LHBtQ jsp quoi faut chouiner doucement";Sun_WukongZ;"secondaire de @jnrxvi_";2021-10-06T00:48:23.000Z;;;;
1516400691656499201;19/04/22-12:57;21/04/22-14:09;2 days, 1:11:08;deleted;LGBT_1;"@cIahess Tu fait une vanne d'humour noir il sont pas content il préfère la couleur";Uskoos;"Yo moi c'est Uskiin j'adore les animes et les jeux";2021-04-21T13:24:23.000Z;;;;
1516384298944942083;19/04/22-11:52;21/04/22-14:09;2 days, 2:16:16;deleted;LGBT_1;"@Elies13700 Être gay &gt;&gt;&gt;&gt;&gt;&gt;";MamoruIEG;"18y - QLF - L’OM finira par me tuer..🇫🇮";2018-12-30T23:53:29.000Z;;;;
1516349651347197955;19/04/22-09:35;21/04/22-14:09;2 days, 4:33:57;deleted;LGBT_1;"@AnasseKazib Que des lgbt fragiles envie de les chasser à coup de lacrymogène";TrixSks;"@fcbarcelona 💙❤️ fan d’un rappeur décédé @binkszola91";2014-06-09T13:34:01.000Z;;;;
1516379772758147077;19/04/22-11:34;21/04/22-14:09;2 days, 2:34:15;deleted;LGBT_1;"@Vegeto_Yoshaa Je sais pas pourquoi le dev du bot était obligé de mettre un drapeau trans, ça gâche tout";Nino4A1;"Who dares Wins. Valorant upcoming pro and VGC Enjoyer.";2021-09-26T02:42:17.000Z;;;;
1516380356538105860;19/04/22-11:37;21/04/22-14:09;2 days, 2:31:56;deleted;LGBT_1;"RT @CumAdiction_FR: Tellement bon quand ça dégouline comme ça !!!🐽💦💦
https://t.co/N9HF9hDmLq";herelittlepig;"bator-gooner-perv";2022-01-18T03:51:49.000Z;;;;
1516422773396185095;19/04/22-14:25;21/04/22-14:09;1 day, 23:43:23;deleted;LGBT_1;"RT @BordelloColine: Un mec trans avec un mauvais passing qui fait des nudes est un moyen de s'aimer et aide à la diversité des corps.

Une…";Froggy_Ju;"Grenouille🐸 Mélange foireux entre émo dramaqueer et punk véner🤘💚🖤
Rêveurax☁️ ANAR LIBERTAIRE🏴 
Agenre enBIan polyA😊 
(ol/crôa+ '-ax') 
Amy🦁🔥❤️";2016-12-16T16:14:03.000Z;;;;
1516361290570211333;19/04/22-10:21;21/04/22-14:09;2 days, 3:47:42;suspended_account;LGBT_1;"RT @France3tv: Une dernière chance de se réconcilier... et c'est pas gagné ! 💥

Les deux derniers épisodes de « 𝗙𝗮𝗰𝗲 𝗮̀ 𝗳𝗮𝗰𝗲 » avec Claire…";ValRossi20;"";2021-08-16T14:09:49.000Z;;;;
1516366302855770118;19/04/22-10:41;21/04/22-14:09;2 days, 3:27:47;deleted;LGBT_1;"RT @JayHeey: #Ciné : La Revanche des Crevettes Pailletées est sortie hier au cinéma. Une fusion d'humour et d'émotions à découvrir sur The…";JayHeey;"blogueur musical. Community Manager. journaliste. j’aime la vieille pop, l’indé, la culture queer et les films d’horreur.";2010-06-21T13:02:02.000Z;;;;
1516386003111583749;19/04/22-11:59;21/04/22-14:09;2 days, 2:09:30;deleted;LGBT_1;"RT @CollectifN: Sur les Champs Élysées,@adidasFR nous offre 2 visions de la femme : Tifanny Abreu, un trans dans le volleyball féminin, et…";CollectifN;"Compte de secours Mouvement féministe identitaire 🇨🇵 pour nous aider: https://t.co/QuLki2XJbh";2020-05-06T12:24:18.000Z;;;;
1516396156040982530;19/04/22-12:39;21/04/22-14:09;2 days, 1:29:09;deleted;LGBT_1;"RT @BordelloColine: Un mec trans avec un mauvais passing qui fait des nudes est un moyen de s'aimer et aide à la diversité des corps.

Une…";Zd3t1;"Lecteur invétéré - Étudiant dans le social - Grimpeur en salle et en falaise - Sceptique autant que possible - Auteur de fanfictions - Glandeur";2019-07-21T15:14:04.000Z;;;;
1516408860864565257;19/04/22-13:30;21/04/22-14:09;2 days, 0:38:40;deleted;LGBT_1;"Je suis en pleine réflexion les Français sont trop raciste trop homophobes trop transphobe pas trop anti LGBT . Les musulmans c’est encore pire . J’ai besoin de me reposer de réfléchir je pense que je vais tout changer . Tant pis au moins j’aurais tendu la main";iel_du_Desert;"🏳️‍🌈🏳️‍⚧️Étudiant en école supérieure, Makeup,effets spéciaux FX,culture mode.. 🇪🇬 Egypte De bahna,🇩🇿Algérie de Merouana,🇫🇷Lille";2022-03-04T17:32:18.000Z;;;;
1516408878564626438;19/04/22-13:30;21/04/22-14:09;2 days, 0:38:36;deleted;LGBT_1;"RT @iel_du_Desert: Je suis en pleine réflexion les Français sont trop raciste trop homophobes trop transphobe pas trop anti LGBT . Les musu…";iel_du_Desert;"🏳️‍🌈🏳️‍⚧️Étudiant en école supérieure, Makeup,effets spéciaux FX,culture mode.. 🇪🇬 Egypte De bahna,🇩🇿Algérie de Merouana,🇫🇷Lille";2022-03-04T17:32:18.000Z;;;;
1516419695108411399;19/04/22-14:13;21/04/22-14:09;1 day, 23:55:37;deleted;LGBT_1;"@F_Desouche 'trou de devant' ... Aie ! Quelle élégance dans la formule , les femmes apprécieront ... 😮😮 Je savais que les woke étaient experts en connerie mais, avec le temps, je pense qu'ils sont tous échappés de l'asile de fous !🤮🤮🤮";dushmol343401;"";2021-10-14T11:15:16.000Z;;;;
1516411163764002826;19/04/22-13:39;21/04/22-14:09;2 days, 0:29:31;deleted;LGBT_1;"@aXelle_de_Sade Merci pour ce précieux éclairage qui confirme que la routine s'est se tape l'incruste partout...🙏🥴";velvet2102;"Brat d' @axelle_de_sade depuis novembre 2018.

SOS Velvet - pour soumis en détresse 😎";2018-11-14T18:33:30.000Z;;;;
1516401502381875204;19/04/22-13:01;21/04/22-14:09;2 days, 1:07:54;deleted;LGBT_1;"battle de regard avec l'autre fils de prostituée @D0paa https://t.co/2BJBtz6cAZ";RavageJoestar;"almost the end";2016-10-22T19:59:14.000Z;https://ceres.huma-num.fr/lgbt/da39a3ee5e6b4b0d3255bfef95601890afd80709.jpg;;;
1516383414781464577;19/04/22-11:49;21/04/22-14:09;2 days, 2:19:47;deleted;LGBT_1;"J’ai faim !! 😅 
#moncul #gay #gayToulouse #gaynantes #black #ass #exhibition #sex #muscles #gayboys #maleonlyfans https://t.co/6X2Vhrn8Ck";blacklopsa;"Power bottom,endurant. J’aime les gros chibres, Prep🍆💦 Onlyfans en route Ouvert aux collaborations DM ouvert avec photos please 🗣🇫🇷🇺🇸🇪🇸 South of France";2022-02-21T11:47:06.000Z;https://ceres.huma-num.fr/lgbt/376dd11e2ccee098aae5f19a5b30c955183c5ea9.jpg;;;
1516405769465479169;19/04/22-13:18;21/04/22-14:09;2 days, 0:50:57;deleted;LGBT_1;"Il va falloir qu'elle prenne son Seroplex la petite Marguerite... Elle va nous taper une dépression à force de voir du transactivisme partout... https://t.co/PDUEhY6uoZ";MelanieJaoul;"Maitresse de conférences, codirectrice du @M2not_Mtp. Activiste, Féministe intersectionnelle - Pdte @AATDS_Asso, Happiness officer at @carcassonneclub. She/Her.";2014-02-16T23:18:45.000Z;;;;
1516383616086982662;19/04/22-11:50;21/04/22-14:09;2 days, 2:18:59;deleted;LGBT_1;"RT @PanierPersee: Affiche : Vous êtes doté d'un utérus ? Alors n'oubliez pas le dépistage pour le cancer du col de l'uté-

Les terfs : QUOI…";CapitaineByakko;"French autistic professionnal Sci-fi illustrator ,cartoonist and fanartist. Author of My Roommate Life. Nonbinary and 🏳️‍🌈";2013-09-06T20:47:57.000Z;;;;
1516337982214660099;19/04/22-08:48;21/04/22-14:24;2 days, 5:35:19;protected_account;LGBT_1;"RT @F_Desouche: Inclusivité des trans au Royaume-Uni: les sages-femmes invitées à ne plus utiliser de termes 'à l'ancienne' comme 'vagin',…";Sandrinello57;"Genèse 27:29";2021-11-02T11:57:08.000Z;;;;
1517113771776479233;21/04/22-12:11;21/04/22-14:25;2:13:36;deleted;LGBT_1;"mdr donc graves est homosexuel ? comment on rembourse un skin svp https://t.co/6CqlRZOZco";Iuluberlu;"@OL @SEFUTBOL";2021-02-09T17:52:52.000Z;;;;
1516366965895532544;19/04/22-10:43;21/04/22-14:40;2 days, 3:56:08;protected_account;LGBT_1;"@kelkzou @ghostboyrew pour que les homophobes m'unfo";GraphykYea;"";2021-01-17T01:17:20.000Z;;;;
1517114667692445698;21/04/22-12:14;21/04/22-14:40;2:25:02;deleted;LGBT_1;"Ya un renoi gay au lycée i l’a rigoler a ma blague c mieux jcasse mon jeune jtire sur un join";404errorMonny;"⚠️👳🏽";2021-09-07T15:12:01.000Z;;;;
1517114964930187264;21/04/22-12:16;21/04/22-14:40;2:23:52;deleted;LGBT_1;"@IfopOpinion A l autre l inverse j ai vote Mélenchon mais je ne 
m abonnerai plus @humanite_fr @fabien_gay 
Désolé !";tamtambulles;"Effervescences-Buen Vivir-Vomir Medias nvelle caverne platon-entre aquabonisme et AgedeFaire-UBUNTU
il va bien falloir leur enlever le pouvoir à ces abrutis";2010-03-21T12:55:10.000Z;;;;
1517115421824065536;21/04/22-12:17;21/04/22-14:40;2:22:03;deleted;LGBT_1;"@berenicehassani @Junoko76 Les lgbt extrémistes on est pas contre le fait qu'ils ferment leur gueules";RBX_Clem;"";2022-02-12T01:07:52.000Z;;;;
1517114484720029696;21/04/22-12:14;21/04/22-14:40;2:25:46;deleted;LGBT_1;"@racepuramazigh C’est un gay quand même jsp si tt le monde se rend compte";invkss_;"";2022-03-17T14:33:07.000Z;;;;
1516394666131918855;19/04/22-12:33;21/04/22-15:10;2 days, 2:36:04;deleted;LGBT_insults_1;"@Eu_eternelle Syndrome de Stockholm.
Macron n'est pas brillant, selon son mentor Alain Main il a été choisi qu'il est bon pour les 'métier de pute'.

Il gère de plus un populace de veaux complètement abrutis par la télévision.

C'est donc un mélange entre pute et éleveur de veaux.";ExpressExpat;"Déterminé à aider les français qui en valent le coup à quitter l'enfer multiculturel féministo-woke.
☁️ Expatriation
💸 Business
🔥 Punchlines";2022-04-13T08:28:41.000Z;;;;
1516407994388553733;19/04/22-13:26;21/04/22-15:10;2 days, 1:43:06;deleted;LGBT_insults_1;"@millot1179 @ChJacob77 @vpecresse Alors comme ça vielle tantouze on signale comme une tapette 😭🤡🤡ça en dis long sur toi mon p’tit pote https://t.co/0VR0FFAQwc";hagrador695;"#1 in this universe 
🇩🇿🇫🇷";2022-04-18T20:58:45.000Z;https://ceres.huma-num.fr/lgbt/7b2c061066b512ae0de27e6d7f9980402a8bb87c.jpg;https://ceres.huma-num.fr/lgbt/f010f8721064a45af9629103f2e71bfd73c472b3.jpg;;
1516412701072842766;19/04/22-13:45;21/04/22-15:10;2 days, 1:24:24;deleted;LGBT_insults_1;"@bouli2669 @Sonnyque @OL695 Il aurait pu se barrer comme une grosse pute en milieu de saison comme la salope de guimaraes il l'a pas fait et si vous verrez (notamment sur instagram) qu il commenté souvent les publications de l ol (il l'a fait pas plus tard que ce week end) et moi je préfère in mec honnête";gestm444;"";2015-06-27T16:22:14.000Z;;;;
1517114349038575618;21/04/22-12:13;21/04/22-15:10;2:56:18;deleted;LGBT_insults_1;"@sang_yass je prens pas au serieux les pute de femme";yusuf932_;"@fcbarcelona";2021-05-21T14:36:30.000Z;;;;
1516367531136757766;19/04/22-10:46;21/04/22-15:10;2 days, 4:23:54;deleted;LGBT_insults_1;"RT @alrashid3130: @m0narkplusenpvv C’est sa mosquée 
Ta grande mère la pute n’avait rien à foutre en Allemagne non plus et pourtant";layanaB612;"the dreamiest earth fairy";2021-04-04T23:00:20.000Z;;;;
1516425520573042691;19/04/22-14:36;21/04/22-15:10;2 days, 0:33:28;protected_account;LGBT_insults_1;"elle m’a fait vla les coups de pute cet été j’ai réussi à pardonner et là ça recommence ?? cercle vicieux";jjdeezu;"faut écouter kendrick le goat, 13 || @armolpb";2019-10-03T15:51:06.000Z;;;;
1516425662365671439;19/04/22-14:37;21/04/22-15:10;2 days, 0:32:54;suspended_account;LGBT_insults_1;"@VSch309 @sautepasmoi @El_Carpetator @CerfiaFR Ta ton PayPal en bio ,tu insulte gratuitement une personne donc ouiii";Samy_aka_nino;"votre liberté s'arrête là ou commence la mienne... mieux vivre un jour comme un lion , que cent comme un mouton.
Sicilen chaoui 🇩🇿🇮🇹 et bien sûr🇫🇷";2021-06-07T20:24:23.000Z;;;;
1516425703285219330;19/04/22-14:37;21/04/22-15:10;2 days, 0:32:44;deleted;LGBT_insults_1;"RT @coeursal: J’ai retrouvé le cul de ma pute https://t.co/p5aEJVxvuf";coeursal;"GAY FRENCH VERS";2020-04-19T09:15:42.000Z;;;;
1516421378265731082;19/04/22-14:20;21/04/22-15:10;2 days, 0:49:56;deleted;LGBT_insults_1;"Mdrrrr le nombre de FILS DE PUTE dans les cités confirme bien le tweet https://t.co/ehVseEQubA";Tktdv;"";2020-11-30T05:43:35.000Z;;;;
1516385964121333763;19/04/22-11:59;21/04/22-15:10;2 days, 3:10:39;deleted;LGBT_insults_1;"@EddybzhA @DragonSilver84 @Apostiller1 Ahhh les abonnés c’est tellement important pour des 🤡 comme toi. Hey dit a zelesky la tapette d’arreter de pleurer et qu’il assume ces soldats nazis. Bon la russie va les tous liquider leur mere les chiennes 💀";rentfreeboa;"Mr.frustrateYa";2021-08-24T17:50:02.000Z;;;;
1516401996311445509;19/04/22-13:03;21/04/22-15:10;2 days, 2:06:57;deleted;LGBT_insults_1;"Qd il se passe ca je demande à la mère pour lui donner le biberon et je l’enfonce dans son gosier jusqu’à ce que ce petit fils de pute ait les veines du crâne qui gonflent et que ses yeux soient rouges sang https://t.co/q1hD62Ekpy";la_menacee__;"Classe à l’italienne. Mentalité allemande. Ta dernière vision sera un gun et un blond.";2014-07-02T17:52:21.000Z;;;;
1516391108686843904;19/04/22-12:19;21/04/22-15:10;2 days, 2:50:12;protected_account;LGBT_insults_1;"@megadrainer33 @_lilpirate_ HAHAHHA PQ 3 fav comment ça je brise les cœurs bande de pute";Mariquiita1;"johnny depp // @mariquiita2 // RAWR gf d'astral // sheldon";2019-03-11T18:54:28.000Z;;;;
1516338048124006403;19/04/22-08:48;21/04/22-15:10;2 days, 6:21:03;deleted;LGBT_insults_1;"Juste ce que jai vu sur ton insta c plutôt toi qui fais la pute que 99,9% des albanaises https://t.co/IkVkNFhwPA https://t.co/otf7bIiUMC";siuuu789;"";2022-01-02T17:42:50.000Z;;;;
1516394598838505472;19/04/22-12:33;21/04/22-15:10;2 days, 2:36:20;protected_account;LGBT_insults_1;"@suvishhh tu parles pas assez des gens chelou qui font des bails dans les cabines ou des fois leurs besoins";estlmhp;"svp arrêtez de me prendre pour une folle on est plusieurs sur ce compte..";2017-05-20T09:35:25.000Z;;;;
1516393697432195076;19/04/22-12:30;21/04/22-15:10;2 days, 2:39:55;deleted;LGBT_insults_1;"Histoire de remettre en place les langues de pute. Mettez vous à la place des personnes qui ont était toucher par ce fdp et fermez la. La boîte n’a rien à voir là dedans et a était les premiers à vouloir de mes nouvelles. Merci d’arrêter de parler pour rien.";sybchap;"Instagram : sybillechap";2014-11-29T09:18:54.000Z;;;;
1516350816206176261;19/04/22-09:39;21/04/22-15:10;2 days, 5:30:19;protected_account;LGBT_insults_1;"@dimalmaghreb donc je suis une pute...?😔";AtlanticLotus;"-je suis un mélange entre Venus et Lucifer-";2021-12-31T12:29:53.000Z;;;;
1516369204034875397;19/04/22-10:52;21/04/22-15:10;2 days, 4:17:15;suspended_account;LGBT_insults_1;"@MiisterKun @TW33N3RBOY @RMadridFrench @MediaParisien Je chouine dans ta pute de mere";Elfeno67;"";2018-01-14T09:23:00.000Z;;;;
1516414647401857038;19/04/22-13:53;21/04/22-15:10;2 days, 1:16:40;suspended_account;LGBT_insults_1;"@GilbertDeray Fermes là pute de service.";AscosMartine;"Géologue";2021-10-26T18:28:20.000Z;;;;
1516410158796226560;19/04/22-13:35;21/04/22-15:10;2 days, 1:34:30;deleted;LGBT_insults_1;"Je suis rarement vulgaire mais la dame m’engueule quoi, vasy crache moi dessus tant que t’y est je déteste les vieilles prout prout comme ça";333KORAYY;"probably thinking about jewelry design";2021-03-28T14:25:34.000Z;;;;
1516408050415976461;19/04/22-13:27;21/04/22-15:10;2 days, 1:42:53;deleted;LGBT_insults_1;"@si_vis_paacem mais t con ou quoi espèce de fils de pute je hais les kabyles et biensur que j'adore boummedienne";df_xcv;"3rbi Banu hilal, moitié Kabyle 🇩🇿
UMA (Arab maghreb union)  
Berbère arabisé ❤️
islam ☪️️";2021-10-02T17:03:46.000Z;;;;
1516393123341086723;19/04/22-12:27;21/04/22-15:10;2 days, 2:42:12;deleted;LGBT_insults_1;"@omegalax @laupautichat @dastan_pe Alo ? Qui vous respecte ? Pourquoi les immigrés putes parle du respect mdr. Je te montre c'est quoi le respect. Une seule ville en Inde est 6 fois le PIB de votre pays. C'est ça le respect sal pute marocaine. Sache t'a place petit marocain. Dans la déchetterie. https://t.co/Rr33cnMSba";THOTSnotHOT;"Fat Sheep";2019-10-14T17:29:31.000Z;https://ceres.huma-num.fr/lgbt/da39a3ee5e6b4b0d3255bfef95601890afd80709.jpg;https://ceres.huma-num.fr/lgbt/52fd22eba1cd766654c3bb3790ec38a91f6c1efa.jpg;;
1516357792776568832;19/04/22-10:07;21/04/22-15:10;2 days, 5:02:35;deleted;LGBT_insults_1;"@trixlamrde La pute ? Sombre pute, en plus d’un niveau de clocharderie extrême.";KoriaaTmb;"الحسود لا يسود 💍";2015-10-08T17:40:11.000Z;;;;
